if system_dependent('IsDebugMode')==1, dbquit; end
Experimento_PRINCIPAL_AEIQ_geral
Exp: 1 - 	 Ger: 1 - 	 Best:    0.26895 - 	 Mean: 3007367.66513 - 	 AQreal:   35.78165  	 
Exp: 1 - 	 Ger: 120 - 	 Best:    0.10941 - 	 Mean:    0.11195 - 	 AQreal:    0.14893  	 
Exp: 1 - 	 Ger: 121 - 	 Best:    0.10941 - 	 Mean:    0.11183 - 	 AQreal:    0.14893  	 
Exp: 1 - 	 Ger: 122 - 	 Best:    0.10941 - 	 Mean:    0.11168 - 	 AQreal:    0.14893  	 
Exp: 1 - 	 Ger: 123 - 	 Best:    0.10941 - 	 Mean:    0.11154 - 	 AQreal:    0.14893  	 
Exp: 1 - 	 Ger: 124 - 	 Best:    0.10941 - 	 Mean:    0.11135 - 	 AQreal:    0.14893  	 
Exp: 1 - 	 Ger: 125 - 	 Best:    0.10941 - 	 Mean:    0.11120 - 	 AQreal:    0.13783  	 
Exp: 1 - 	 Ger: 126 - 	 Best:    0.10789 - 	 Mean:    0.11092 - 	 AQreal:    0.13783  	 
Exp: 1 - 	 Ger: 127 - 	 Best:    0.10789 - 	 Mean:    0.11073 - 	 AQreal:    0.13783  	 
Exp: 1 - 	 Ger: 128 - 	 Best:    0.10789 - 	 Mean:    0.11068 - 	 AQreal:    0.13783  	 
Exp: 1 - 	 Ger: 129 - 	 Best:    0.10789 - 	 Mean:    0.11050 - 	 AQreal:    0.13783  	 
Exp: 1 - 	 Ger: 130 - 	 Best:    0.10789 - 	 Mean:    0.11039 - 	 AQreal:    0.12075  	 
Exp: 1 - 	 Ger: 131 - 	 Best:    0.10327 - 	 Mean:    0.11006 - 	 AQreal:    0.12075  	 
Exp: 1 - 	 Ger: 132 - 	 Best:    0.10327 - 	 Mean:    0.10999 - 	 AQreal:    0.12075  	 
Exp: 1 - 	 Ger: 133 - 	 Best:    0.10327 - 	 Mean:    0.10978 - 	 AQreal:    0.12075  	 
Exp: 1 - 	 Ger: 134 - 	 Best:    0.10327 - 	 Mean:    0.10943 - 	 AQreal:    0.12075  	 
Exp: 1 - 	 Ger: 135 - 	 Best:    0.10327 - 	 Mean:    0.10909 - 	 AQreal:    0.10027  	 
Exp: 1 - 	 Ger: 136 - 	 Best:    0.10321 - 	 Mean:    0.10871 - 	 AQreal:    0.10027  	 
Exp: 1 - 	 Ger: 137 - 	 Best:    0.10316 - 	 Mean:    0.10836 - 	 AQreal:    0.10027  	 
Exp: 1 - 	 Ger: 138 - 	 Best:    0.10276 - 	 Mean:    0.10774 - 	 AQreal:    0.10027  	 
Exp: 1 - 	 Ger: 139 - 	 Best:    0.10276 - 	 Mean:    0.10726 - 	 AQreal:    0.10027  	 
Exp: 1 - 	 Ger: 140 - 	 Best:    0.10276 - 	 Mean:    0.10709 - 	 AQreal:    0.07564  	 
Exp: 1 - 	 Ger: 141 - 	 Best:    0.10276 - 	 Mean:    0.10658 - 	 AQreal:    0.07564  	 
Exp: 1 - 	 Ger: 142 - 	 Best:    0.10276 - 	 Mean:    0.10613 - 	 AQreal:    0.07564  	 
Exp: 1 - 	 Ger: 143 - 	 Best:    0.10276 - 	 Mean:    0.10564 - 	 AQreal:    0.07564  	 
Exp: 1 - 	 Ger: 144 - 	 Best:    0.10262 - 	 Mean:    0.10538 - 	 AQreal:    0.07564  	 
Exp: 1 - 	 Ger: 145 - 	 Best:    0.10262 - 	 Mean:    0.10525 - 	 AQreal:    0.06812  	 
Exp: 1 - 	 Ger: 146 - 	 Best:    0.10171 - 	 Mean:    0.10478 - 	 AQreal:    0.06812  	 
Exp: 1 - 	 Ger: 147 - 	 Best:    0.10129 - 	 Mean:    0.10426 - 	 AQreal:    0.06812  	 
Exp: 1 - 	 Ger: 148 - 	 Best:    0.10129 - 	 Mean:    0.10395 - 	 AQreal:    0.06812  	 
Exp: 1 - 	 Ger: 149 - 	 Best:    0.10124 - 	 Mean:    0.10361 - 	 AQreal:    0.06812  	 
Exp: 1 - 	 Ger: 150 - 	 Best:    0.10124 - 	 Mean:    0.10345 - 	 AQreal:    0.06771  	 


             Etapa 1

Exp 1 - Aptidao: 0.156862

Aptidão Média: 0.156862

Aptidão Desvio: 0.000000

Tempo Total(1 experimentos): 8337.987509 s


             Etapa 2 - Random

                RMSE

Exp 1 - Treinamento: 0.018666  Validacao: 0.150448  Teste: 0.198042  SRG: 1.463552

Média: Treinamento: 0.018666  Validacao: 0.150448  Teste: 0.198042

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 0.018666  Validacao: 0.150448  Teste: 0.198042  SRG: 1.463552

                fit

Exp 1 - Treinamento: 98.772161  Validacao: 91.849031  Teste: 87.846571  SRG: 1.463552

Média: Treinamento: 98.772161  Validacao: 91.849031  Teste: 87.846571

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 98.772161  Validacao: 91.849031  Teste: 87.846571  SRG: 1.463552
                RRSE

Exp 1 - Treinamento: 0.012278  Validacao: 0.081510  Teste: 0.121534  SRG: 1.463552

Média: Treinamento: 0.012278  Validacao: 0.081510  Teste: 0.121534

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 0.012278  Validacao: 0.081510  Teste: 0.121534  SRG: 1.463552

Tempo Total(1 experimentos): 7.050047 s


             Etapa 2 - SRG

                RMSE

Exp 1 - Treinamento: 0.018666  Validacao: 0.150448  Teste: 0.198042  SRG: 1.463552

Média: Treinamento: 0.018666  Validacao: 0.150448  Teste: 0.198042

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 0.018666  Validacao: 0.150448  Teste: 0.198042  SRG: 1.463552

                fit

Exp 1 - Treinamento: 98.772161  Validacao: 91.849031  Teste: 87.846571  SRG: 1.463552

Média: Treinamento: 98.772161  Validacao: 91.849031  Teste: 87.846571

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 98.772161  Validacao: 91.849031  Teste: 87.846571  SRG: 1.463552
                RRSE

Exp 1 - Treinamento: 0.012278  Validacao: 0.081510  Teste: 0.121534  SRG: 1.463552

Média: Treinamento: 0.012278  Validacao: 0.081510  Teste: 0.121534

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 0.012278  Validacao: 0.081510  Teste: 0.121534  SRG: 1.463552


             Etapa 2 - Otimização dos pesos do reservatório

                RMSE

Exp 1 - Treinamento: 0.019003  Validacao: 0.101250  Teste: 0.155268  SRG: 1.419512

Média: Treinamento: 0.019003  Validacao: 0.101250  Teste: 0.155268

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 0.019003  Validacao: 0.101250  Teste: 0.155268  SRG: 1.419512

                fit

Exp 1 - Treinamento: 98.750033  Validacao: 94.514450  Teste: 90.471571  SRG: 1.419512

Média: Treinamento: 98.750033  Validacao: 94.514450  Teste: 90.471571

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 98.750033  Validacao: 94.514450  Teste: 90.471571  SRG: 1.419512
                RRSE

Exp 1 - Treinamento: 0.012500  Validacao: 0.054855  Teste: 0.095284  SRG: 1.419512

Média: Treinamento: 0.012500  Validacao: 0.054855  Teste: 0.095284

Desvio: Treinamento: 0.000000  Validacao: 0.000000  Teste: 0.000000

Melhor: Treinamento: 0.012500  Validacao: 0.054855  Teste: 0.095284  SRG: 1.419512

Tempo Total(1 experimentos): 943.587822 s
Exp: 1 - 	 Ger: 1 - 	 Best:    0.28293 - 	 Mean: 897474908.98409 - 	 AQreal:   35.78165  	 
Exp: 1 - 	 Ger: 2 - 	 Best:    0.27169 - 	 Mean: 17575.12516 - 	 AQreal:   35.78165  	 
Exp: 1 - 	 Ger: 3 - 	 Best:    0.25267 - 	 Mean: 1486.01180 - 	 AQreal:   35.78165  	 
Exp: 1 - 	 Ger: 4 - 	 Best:    0.25267 - 	 Mean:  155.27844 - 	 AQreal:   35.78165  	 
Exp: 1 - 	 Ger: 5 - 	 Best:    0.25267 - 	 Mean:    0.48628 - 	 AQreal:   27.39785  	 
Exp: 1 - 	 Ger: 6 - 	 Best:    0.25267 - 	 Mean:    0.36559 - 	 AQreal:   27.39785  	 
Exp: 1 - 	 Ger: 7 - 	 Best:    0.24285 - 	 Mean:    0.32388 - 	 AQreal:   27.39785  	 
Exp: 1 - 	 Ger: 8 - 	 Best:    0.23330 - 	 Mean:    0.28710 - 	 AQreal:   27.39785  	 
Exp: 1 - 	 Ger: 9 - 	 Best:    0.22821 - 	 Mean:    0.26870 - 	 AQreal:   27.39785  	 
Exp: 1 - 	 Ger: 10 - 	 Best:    0.22596 - 	 Mean:    0.25403 - 	 AQreal:   23.00979  	 
Exp: 1 - 	 Ger: 11 - 	 Best:    0.22178 - 	 Mean:    0.24869 - 	 AQreal:   23.00979  	 
Exp: 1 - 	 Ger: 12 - 	 Best:    0.21781 - 	 Mean:    0.24425 - 	 AQreal:   23.00979  	 
Exp: 1 - 	 Ger: 13 - 	 Best:    0.19923 - 	 Mean:    0.23984 - 	 AQreal:   23.00979  	 
Exp: 1 - 	 Ger: 14 - 	 Best:    0.19923 - 	 Mean:    0.23606 - 	 AQreal:   23.00979  	 
Exp: 1 - 	 Ger: 15 - 	 Best:    0.19923 - 	 Mean:    0.23442 - 	 AQreal:   26.08941  	 
Exp: 1 - 	 Ger: 16 - 	 Best:    0.19923 - 	 Mean:    0.23155 - 	 AQreal:   26.08941  	 
Exp: 1 - 	 Ger: 17 - 	 Best:    0.19923 - 	 Mean:    0.22938 - 	 AQreal:   26.08941  	 
Exp: 1 - 	 Ger: 18 - 	 Best:    0.18904 - 	 Mean:    0.22667 - 	 AQreal:   26.08941  	 
Exp: 1 - 	 Ger: 19 - 	 Best:    0.18904 - 	 Mean:    0.22494 - 	 AQreal:   26.08941  	 
Exp: 1 - 	 Ger: 20 - 	 Best:    0.18904 - 	 Mean:    0.22173 - 	 AQreal:   26.17410  	 
Exp: 1 - 	 Ger: 21 - 	 Best:    0.18904 - 	 Mean:    0.22036 - 	 AQreal:   26.17410  	 
Exp: 1 - 	 Ger: 22 - 	 Best:    0.18904 - 	 Mean:    0.21844 - 	 AQreal:   26.17410  	 
Exp: 1 - 	 Ger: 23 - 	 Best:    0.18904 - 	 Mean:    0.21753 - 	 AQreal:   26.17410  	 
Exp: 1 - 	 Ger: 24 - 	 Best:    0.18904 - 	 Mean:    0.21666 - 	 AQreal:   26.17410  	 
Exp: 1 - 	 Ger: 25 - 	 Best:    0.18904 - 	 Mean:    0.21558 - 	 AQreal:   21.99023  	 
Exp: 1 - 	 Ger: 26 - 	 Best:    0.18904 - 	 Mean:    0.21399 - 	 AQreal:   21.99023  	 
Exp: 1 - 	 Ger: 27 - 	 Best:    0.18777 - 	 Mean:    0.21223 - 	 AQreal:   21.99023  	 
Exp: 1 - 	 Ger: 28 - 	 Best:    0.18777 - 	 Mean:    0.21124 - 	 AQreal:   21.99023  	 
Exp: 1 - 	 Ger: 29 - 	 Best:    0.18777 - 	 Mean:    0.20927 - 	 AQreal:   21.99023  	 
Exp: 1 - 	 Ger: 30 - 	 Best:    0.18777 - 	 Mean:    0.20815 - 	 AQreal:   14.56729  	 
Exp: 1 - 	 Ger: 31 - 	 Best:    0.18777 - 	 Mean:    0.20773 - 	 AQreal:   14.56729  	 
Exp: 1 - 	 Ger: 32 - 	 Best:    0.18777 - 	 Mean:    0.20666 - 	 AQreal:   14.56729  	 
Exp: 1 - 	 Ger: 33 - 	 Best:    0.18616 - 	 Mean:    0.20499 - 	 AQreal:   14.56729  	 
Exp: 1 - 	 Ger: 34 - 	 Best:    0.18616 - 	 Mean:    0.20441 - 	 AQreal:   14.56729  	 
Exp: 1 - 	 Ger: 35 - 	 Best:    0.18616 - 	 Mean:    0.20286 - 	 AQreal:   10.61470  	 
Exp: 1 - 	 Ger: 36 - 	 Best:    0.18616 - 	 Mean:    0.20164 - 	 AQreal:   10.61470  	 
Exp: 1 - 	 Ger: 37 - 	 Best:    0.18616 - 	 Mean:    0.19968 - 	 AQreal:   10.61470  	 
Exp: 1 - 	 Ger: 38 - 	 Best:    0.18173 - 	 Mean:    0.19844 - 	 AQreal:   10.61470  	 
Exp: 1 - 	 Ger: 39 - 	 Best:    0.18173 - 	 Mean:    0.19780 - 	 AQreal:   10.61470  	 
Exp: 1 - 	 Ger: 40 - 	 Best:    0.18173 - 	 Mean:    0.19758 - 	 AQreal:   19.52447  	 
Exp: 1 - 	 Ger: 41 - 	 Best:    0.18173 - 	 Mean:    0.19736 - 	 AQreal:   19.52447  	 
Exp: 1 - 	 Ger: 42 - 	 Best:    0.18173 - 	 Mean:    0.19603 - 	 AQreal:   19.52447  	 
Exp: 1 - 	 Ger: 43 - 	 Best:    0.18173 - 	 Mean:    0.19547 - 	 AQreal:   19.52447  	 
Exp: 1 - 	 Ger: 44 - 	 Best:    0.18173 - 	 Mean:    0.19533 - 	 AQreal:   19.52447  	 
Exp: 1 - 	 Ger: 45 - 	 Best:    0.18173 - 	 Mean:    0.19445 - 	 AQreal:   18.49835  	 
Exp: 1 - 	 Ger: 46 - 	 Best:    0.18173 - 	 Mean:    0.19376 - 	 AQreal:   18.49835  	 
Exp: 1 - 	 Ger: 47 - 	 Best:    0.18173 - 	 Mean:    0.19343 - 	 AQreal:   18.49835  	 
Exp: 1 - 	 Ger: 48 - 	 Best:    0.18173 - 	 Mean:    0.19274 - 	 AQreal:   18.49835  	 
Exp: 1 - 	 Ger: 49 - 	 Best:    0.18046 - 	 Mean:    0.19188 - 	 AQreal:   18.49835  	 
Exp: 1 - 	 Ger: 50 - 	 Best:    0.18046 - 	 Mean:    0.19141 - 	 AQreal:   20.38909  	 
Exp: 1 - 	 Ger: 51 - 	 Best:    0.18046 - 	 Mean:    0.19123 - 	 AQreal:   20.38909  	 
Exp: 1 - 	 Ger: 52 - 	 Best:    0.18046 - 	 Mean:    0.19113 - 	 AQreal:   20.38909  	 
Exp: 1 - 	 Ger: 53 - 	 Best:    0.18046 - 	 Mean:    0.19098 - 	 AQreal:   20.38909  	 
Exp: 1 - 	 Ger: 54 - 	 Best:    0.18046 - 	 Mean:    0.19044 - 	 AQreal:   20.38909  	 
Exp: 1 - 	 Ger: 55 - 	 Best:    0.18046 - 	 Mean:    0.19031 - 	 AQreal:   22.37619  	 
Exp: 1 - 	 Ger: 56 - 	 Best:    0.18046 - 	 Mean:    0.19007 - 	 AQreal:   22.37619  	 
Exp: 1 - 	 Ger: 57 - 	 Best:    0.18005 - 	 Mean:    0.18976 - 	 AQreal:   22.37619  	 
Exp: 1 - 	 Ger: 58 - 	 Best:    0.18005 - 	 Mean:    0.18963 - 	 AQreal:   22.37619  	 
Exp: 1 - 	 Ger: 59 - 	 Best:    0.18005 - 	 Mean:    0.18953 - 	 AQreal:   22.37619  	 
Exp: 1 - 	 Ger: 60 - 	 Best:    0.18005 - 	 Mean:    0.18944 - 	 AQreal:   19.48167  	 
Exp: 1 - 	 Ger: 61 - 	 Best:    0.18005 - 	 Mean:    0.18941 - 	 AQreal:   19.48167  	 
Exp: 1 - 	 Ger: 62 - 	 Best:    0.18005 - 	 Mean:    0.18906 - 	 AQreal:   19.48167  	 
Exp: 1 - 	 Ger: 63 - 	 Best:    0.18005 - 	 Mean:    0.18906 - 	 AQreal:   19.48167  	 
Exp: 1 - 	 Ger: 64 - 	 Best:    0.18005 - 	 Mean:    0.18880 - 	 AQreal:   19.48167  	 
Exp: 1 - 	 Ger: 65 - 	 Best:    0.18005 - 	 Mean:    0.18878 - 	 AQreal:   15.67021  	 
Exp: 1 - 	 Ger: 66 - 	 Best:    0.18005 - 	 Mean:    0.18867 - 	 AQreal:   15.67021  	 
Exp: 1 - 	 Ger: 67 - 	 Best:    0.18005 - 	 Mean:    0.18856 - 	 AQreal:   15.67021  	 
Exp: 1 - 	 Ger: 68 - 	 Best:    0.18005 - 	 Mean:    0.18825 - 	 AQreal:   15.67021  	 
Exp: 1 - 	 Ger: 69 - 	 Best:    0.18005 - 	 Mean:    0.18800 - 	 AQreal:   15.67021  	 
Exp: 1 - 	 Ger: 70 - 	 Best:    0.18005 - 	 Mean:    0.18766 - 	 AQreal:   10.72925  	 
Exp: 1 - 	 Ger: 71 - 	 Best:    0.18005 - 	 Mean:    0.18753 - 	 AQreal:   10.72925  	 
Exp: 1 - 	 Ger: 72 - 	 Best:    0.18005 - 	 Mean:    0.18744 - 	 AQreal:   10.72925  	 
Exp: 1 - 	 Ger: 73 - 	 Best:    0.18005 - 	 Mean:    0.18744 - 	 AQreal:   10.72925  	 
Exp: 1 - 	 Ger: 74 - 	 Best:    0.18005 - 	 Mean:    0.18744 - 	 AQreal:   10.72925  	 
Exp: 1 - 	 Ger: 75 - 	 Best:    0.17899 - 	 Mean:    0.18717 - 	 AQreal:   10.41958  	 
Exp: 1 - 	 Ger: 76 - 	 Best:    0.17899 - 	 Mean:    0.18696 - 	 AQreal:   10.41958  	 
Exp: 1 - 	 Ger: 77 - 	 Best:    0.17899 - 	 Mean:    0.18693 - 	 AQreal:   10.41958  	 
Exp: 1 - 	 Ger: 78 - 	 Best:    0.17899 - 	 Mean:    0.18693 - 	 AQreal:   10.41958  	 
Exp: 1 - 	 Ger: 79 - 	 Best:    0.17899 - 	 Mean:    0.18693 - 	 AQreal:   10.41958  	 
Exp: 1 - 	 Ger: 80 - 	 Best:    0.17899 - 	 Mean:    0.18693 - 	 AQreal:   16.49984  	 
Exp: 1 - 	 Ger: 81 - 	 Best:    0.17899 - 	 Mean:    0.18678 - 	 AQreal:   16.49984  	 
Exp: 1 - 	 Ger: 82 - 	 Best:    0.17899 - 	 Mean:    0.18678 - 	 AQreal:   16.49984  	 
Exp: 1 - 	 Ger: 83 - 	 Best:    0.17899 - 	 Mean:    0.18678 - 	 AQreal:   16.49984  	 
Exp: 1 - 	 Ger: 84 - 	 Best:    0.17899 - 	 Mean:    0.18666 - 	 AQreal:   16.49984  	 
Exp: 1 - 	 Ger: 85 - 	 Best:    0.17899 - 	 Mean:    0.18666 - 	 AQreal:   13.86066  	 
Exp: 1 - 	 Ger: 86 - 	 Best:    0.17899 - 	 Mean:    0.18666 - 	 AQreal:   13.86066  	 
Exp: 1 - 	 Ger: 87 - 	 Best:    0.17899 - 	 Mean:    0.18645 - 	 AQreal:   13.86066  	 
Exp: 1 - 	 Ger: 88 - 	 Best:    0.17899 - 	 Mean:    0.18644 - 	 AQreal:   13.86066  	 
Exp: 1 - 	 Ger: 89 - 	 Best:    0.17899 - 	 Mean:    0.18631 - 	 AQreal:   13.86066  	 
Exp: 1 - 	 Ger: 90 - 	 Best:    0.17899 - 	 Mean:    0.18631 - 	 AQreal:   17.92627  	 
Exp: 1 - 	 Ger: 91 - 	 Best:    0.17899 - 	 Mean:    0.18631 - 	 AQreal:   17.92627  	 
Exp: 1 - 	 Ger: 92 - 	 Best:    0.17899 - 	 Mean:    0.18627 - 	 AQreal:   17.92627  	 
Exp: 1 - 	 Ger: 93 - 	 Best:    0.17899 - 	 Mean:    0.18627 - 	 AQreal:   17.92627  	 
Exp: 1 - 	 Ger: 94 - 	 Best:    0.17899 - 	 Mean:    0.18627 - 	 AQreal:   17.92627  	 
Exp: 1 - 	 Ger: 95 - 	 Best:    0.17899 - 	 Mean:    0.18627 - 	 AQreal:   15.37485  	 
Exp: 1 - 	 Ger: 96 - 	 Best:    0.17899 - 	 Mean:    0.18627 - 	 AQreal:   15.37485  	 
Exp: 1 - 	 Ger: 97 - 	 Best:    0.17799 - 	 Mean:    0.18586 - 	 AQreal:   15.37485  	 
Exp: 1 - 	 Ger: 98 - 	 Best:    0.17799 - 	 Mean:    0.18570 - 	 AQreal:   15.37485  	 
Exp: 1 - 	 Ger: 99 - 	 Best:    0.17799 - 	 Mean:    0.18560 - 	 AQreal:   15.37485  	 
Exp: 1 - 	 Ger: 100 - 	 Best:    0.17799 - 	 Mean:    0.18559 - 	 AQreal:    8.92693  	 
Exp: 1 - 	 Ger: 101 - 	 Best:    0.17799 - 	 Mean:    0.18556 - 	 AQreal:    8.92693  	 
Exp: 1 - 	 Ger: 102 - 	 Best:    0.17799 - 	 Mean:    0.18536 - 	 AQreal:    8.92693  	 
Exp: 1 - 	 Ger: 103 - 	 Best:    0.17799 - 	 Mean:    0.18534 - 	 AQreal:    8.92693  	 
Exp: 1 - 	 Ger: 104 - 	 Best:    0.17799 - 	 Mean:    0.18530 - 	 AQreal:    8.92693  	 
Exp: 1 - 	 Ger: 105 - 	 Best:    0.17799 - 	 Mean:    0.18530 - 	 AQreal:   10.50458  	 
Exp: 1 - 	 Ger: 106 - 	 Best:    0.17799 - 	 Mean:    0.18530 - 	 AQreal:   10.50458  	 
Exp: 1 - 	 Ger: 107 - 	 Best:    0.17799 - 	 Mean:    0.18517 - 	 AQreal:   10.50458  	 
Exp: 1 - 	 Ger: 108 - 	 Best:    0.17799 - 	 Mean:    0.18517 - 	 AQreal:   10.50458  	 
Exp: 1 - 	 Ger: 109 - 	 Best:    0.17799 - 	 Mean:    0.18512 - 	 AQreal:   10.50458  	 
Exp: 1 - 	 Ger: 110 - 	 Best:    0.17799 - 	 Mean:    0.18512 - 	 AQreal:   10.20622  	 
Exp: 1 - 	 Ger: 111 - 	 Best:    0.17799 - 	 Mean:    0.18512 - 	 AQreal:   10.20622  	 
Exp: 1 - 	 Ger: 112 - 	 Best:    0.17799 - 	 Mean:    0.18490 - 	 AQreal:   10.20622  	 
Exp: 1 - 	 Ger: 113 - 	 Best:    0.17799 - 	 Mean:    0.18490 - 	 AQreal:   10.20622  	 
Exp: 1 - 	 Ger: 114 - 	 Best:    0.17799 - 	 Mean:    0.18485 - 	 AQreal:   10.20622  	 
Exp: 1 - 	 Ger: 115 - 	 Best:    0.17799 - 	 Mean:    0.18485 - 	 AQreal:    7.51011  	 
Exp: 1 - 	 Ger: 116 - 	 Best:    0.17799 - 	 Mean:    0.18485 - 	 AQreal:    7.51011  	 
Exp: 1 - 	 Ger: 117 - 	 Best:    0.17799 - 	 Mean:    0.18483 - 	 AQreal:    7.51011  	 
Exp: 1 - 	 Ger: 118 - 	 Best:    0.17799 - 	 Mean:    0.18483 - 	 AQreal:    7.51011  	 
Exp: 1 - 	 Ger: 119 - 	 Best:    0.17799 - 	 Mean:    0.18483 - 	 AQreal:    7.51011  	 
Exp: 1 - 	 Ger: 120 - 	 Best:    0.17799 - 	 Mean:    0.18483 - 	 AQreal:    9.65136  	 
Exp: 1 - 	 Ger: 121 - 	 Best:    0.17799 - 	 Mean:    0.18483 - 	 AQreal:    9.65136  	 
Exp: 1 - 	 Ger: 122 - 	 Best:    0.17799 - 	 Mean:    0.18483 - 	 AQreal:    9.65136  	 
Exp: 1 - 	 Ger: 123 - 	 Best:    0.17799 - 	 Mean:    0.18483 - 	 AQreal:    9.65136  	 
Exp: 1 - 	 Ger: 124 - 	 Best:    0.17799 - 	 Mean:    0.18483 - 	 AQreal:    9.65136  	 
Exp: 1 - 	 Ger: 125 - 	 Best:    0.17799 - 	 Mean:    0.18483 - 	 AQreal:   16.31464  	 
Exp: 1 - 	 Ger: 126 - 	 Best:    0.17799 - 	 Mean:    0.18483 - 	 AQreal:   16.31464  	 
Exp: 1 - 	 Ger: 127 - 	 Best:    0.17799 - 	 Mean:    0.18477 - 	 AQreal:   16.31464  	 
Exp: 1 - 	 Ger: 128 - 	 Best:    0.17799 - 	 Mean:    0.18472 - 	 AQreal:   16.31464  	 
Exp: 1 - 	 Ger: 129 - 	 Best:    0.17799 - 	 Mean:    0.18463 - 	 AQreal:   16.31464  	 
Exp: 1 - 	 Ger: 130 - 	 Best:    0.17799 - 	 Mean:    0.18463 - 	 AQreal:   10.53275  	 
Exp: 1 - 	 Ger: 131 - 	 Best:    0.17799 - 	 Mean:    0.18456 - 	 AQreal:   10.53275  	 
Exp: 1 - 	 Ger: 132 - 	 Best:    0.17799 - 	 Mean:    0.18456 - 	 AQreal:   10.53275  	 
Exp: 1 - 	 Ger: 133 - 	 Best:    0.17799 - 	 Mean:    0.18450 - 	 AQreal:   10.53275  	 
Exp: 1 - 	 Ger: 134 - 	 Best:    0.17799 - 	 Mean:    0.18450 - 	 AQreal:   10.53275  	 
Exp: 1 - 	 Ger: 135 - 	 Best:    0.17799 - 	 Mean:    0.18445 - 	 AQreal:   10.13165  	 
Exp: 1 - 	 Ger: 136 - 	 Best:    0.17799 - 	 Mean:    0.18441 - 	 AQreal:   10.13165  	 
Exp: 1 - 	 Ger: 137 - 	 Best:    0.17799 - 	 Mean:    0.18430 - 	 AQreal:   10.13165  	 
Exp: 1 - 	 Ger: 138 - 	 Best:    0.17799 - 	 Mean:    0.18415 - 	 AQreal:   10.13165  	 
Exp: 1 - 	 Ger: 139 - 	 Best:    0.17799 - 	 Mean:    0.18403 - 	 AQreal:   10.13165  	 
Exp: 1 - 	 Ger: 140 - 	 Best:    0.17799 - 	 Mean:    0.18385 - 	 AQreal:    7.80800  	 
Exp: 1 - 	 Ger: 141 - 	 Best:    0.17799 - 	 Mean:    0.18382 - 	 AQreal:    7.80800  	 
Exp: 1 - 	 Ger: 142 - 	 Best:    0.17799 - 	 Mean:    0.18382 - 	 AQreal:    7.80800  	 
Exp: 1 - 	 Ger: 143 - 	 Best:    0.17799 - 	 Mean:    0.18369 - 	 AQreal:    7.80800  	 
Exp: 1 - 	 Ger: 144 - 	 Best:    0.17799 - 	 Mean:    0.18360 - 	 AQreal:    7.80800  	 
Exp: 1 - 	 Ger: 145 - 	 Best:    0.17799 - 	 Mean:    0.18360 - 	 AQreal:    7.65311  	 
Exp: 1 - 	 Ger: 146 - 	 Best:    0.17761 - 	 Mean:    0.18340 - 	 AQreal:    7.65311  	 
Exp: 1 - 	 Ger: 147 - 	 Best:    0.17761 - 	 Mean:    0.18340 - 	 AQreal:    7.65311  	 
Exp: 1 - 	 Ger: 148 - 	 Best:    0.17240 - 	 Mean:    0.18313 - 	 AQreal:    7.65311  	 
Exp: 1 - 	 Ger: 149 - 	 Best:    0.17240 - 	 Mean:    0.18313 - 	 AQreal:    7.65311  	 
Exp: 1 - 	 Ger: 150 - 	 Best:    0.17240 - 	 Mean:    0.18313 - 	 AQreal:    8.06816  	 
Exp: 1 - 	 Ger: 1 - 	 Best:    0.14333 - 	 Mean:    0.25127 - 	 AQreal:    1.00000  	 
Exp: 1 - 	 Ger: 2 - 	 Best:    0.14333 - 	 Mean:    0.18050 - 	 AQreal:    1.00000  	 
Exp: 1 - 	 Ger: 3 - 	 Best:    0.13684 - 	 Mean:    0.17022 - 	 AQreal:    1.00000  	 
Exp: 1 - 	 Ger: 4 - 	 Best:    0.13684 - 	 Mean:    0.16352 - 	 AQreal:    1.00000  	 
Exp: 1 - 	 Ger: 5 - 	 Best:    0.13684 - 	 Mean:    0.16076 - 	 AQreal:    0.75971  	 
Exp: 1 - 	 Ger: 6 - 	 Best:    0.13684 - 	 Mean:    0.15861 - 	 AQreal:    0.75971  	 
Exp: 1 - 	 Ger: 7 - 	 Best:    0.13684 - 	 Mean:    0.15747 - 	 AQreal:    0.75971  	 
Exp: 1 - 	 Ger: 8 - 	 Best:    0.13684 - 	 Mean:    0.15642 - 	 AQreal:    0.75971  	 
Exp: 1 - 	 Ger: 9 - 	 Best:    0.13493 - 	 Mean:    0.15410 - 	 AQreal:    0.75971  	 
Exp: 1 - 	 Ger: 10 - 	 Best:    0.13493 - 	 Mean:    0.15272 - 	 AQreal:    0.74631  	 
