Exp: 1 - 	 Ger: 1 - 	 Best:    0.25564 - 	 Mean: 3080981.80787 - 	 AQreal:   50.78165  	 
Exp: 7 - 	 Ger: 11 - 	 Best:    0.21196 - 	 Mean:    0.21281 - 	 AQreal:   38.50051  	 
Exp: 7 - 	 Ger: 12 - 	 Best:    0.21196 - 	 Mean:    0.21260 - 	 AQreal:   38.50051  	 
Exp: 7 - 	 Ger: 13 - 	 Best:    0.21196 - 	 Mean:    0.21248 - 	 AQreal:   38.50051  	 
Exp: 7 - 	 Ger: 14 - 	 Best:    0.21196 - 	 Mean:    0.21245 - 	 AQreal:   38.50051  	 
Exp: 7 - 	 Ger: 15 - 	 Best:    0.21192 - 	 Mean:    0.21228 - 	 AQreal:   29.14019  	 
Exp: 7 - 	 Ger: 16 - 	 Best:    0.21192 - 	 Mean:    0.21226 - 	 AQreal:   29.14019  	 
Exp: 7 - 	 Ger: 17 - 	 Best:    0.21118 - 	 Mean:    0.21209 - 	 AQreal:   29.14019  	 
Exp: 7 - 	 Ger: 18 - 	 Best:    0.21118 - 	 Mean:    0.21201 - 	 AQreal:   29.14019  	 
Exp: 7 - 	 Ger: 19 - 	 Best:    0.21118 - 	 Mean:    0.21197 - 	 AQreal:   29.14019  	 
Exp: 7 - 	 Ger: 20 - 	 Best:    0.21099 - 	 Mean:    0.21177 - 	 AQreal:   27.70698  	 
Exp: 7 - 	 Ger: 21 - 	 Best:    0.21099 - 	 Mean:    0.21172 - 	 AQreal:   27.70698  	 
Exp: 7 - 	 Ger: 22 - 	 Best:    0.21099 - 	 Mean:    0.21149 - 	 AQreal:   27.70698  	 
Exp: 7 - 	 Ger: 23 - 	 Best:    0.21071 - 	 Mean:    0.21137 - 	 AQreal:   27.70698  	 
Exp: 7 - 	 Ger: 24 - 	 Best:    0.21071 - 	 Mean:    0.21128 - 	 AQreal:   27.70698  	 
Exp: 7 - 	 Ger: 25 - 	 Best:    0.21071 - 	 Mean:    0.21117 - 	 AQreal:   20.54133  	 
Exp: 7 - 	 Ger: 26 - 	 Best:    0.21071 - 	 Mean:    0.21112 - 	 AQreal:   20.54133  	 
Exp: 7 - 	 Ger: 27 - 	 Best:    0.21071 - 	 Mean:    0.21112 - 	 AQreal:   20.54133  	 
Exp: 7 - 	 Ger: 28 - 	 Best:    0.21040 - 	 Mean:    0.21104 - 	 AQreal:   20.54133  	 
Exp: 7 - 	 Ger: 29 - 	 Best:    0.21040 - 	 Mean:    0.21098 - 	 AQreal:   20.54133  	 
Exp: 7 - 	 Ger: 30 - 	 Best:    0.21040 - 	 Mean:    0.21093 - 	 AQreal:   18.62982  	 
Exp: 8 - 	 Ger: 1 - 	 Best:    0.23599 - 	 Mean: 18043895.04388 - 	 AQreal:   42.44832  	 
Exp: 8 - 	 Ger: 2 - 	 Best:    0.23599 - 	 Mean:    0.39553 - 	 AQreal:   42.44832  	 
Exp: 8 - 	 Ger: 3 - 	 Best:    0.23162 - 	 Mean:    0.26775 - 	 AQreal:   42.44832  	 
Exp: 8 - 	 Ger: 4 - 	 Best:    0.22675 - 	 Mean:    0.25579 - 	 AQreal:   42.44832  	 
Exp: 8 - 	 Ger: 5 - 	 Best:    0.22675 - 	 Mean:    0.24318 - 	 AQreal:   38.54930  	 
Exp: 8 - 	 Ger: 6 - 	 Best:    0.22675 - 	 Mean:    0.23752 - 	 AQreal:   38.54930  	 
Exp: 8 - 	 Ger: 7 - 	 Best:    0.22464 - 	 Mean:    0.23068 - 	 AQreal:   38.54930  	 
Exp: 8 - 	 Ger: 8 - 	 Best:    0.22346 - 	 Mean:    0.22808 - 	 AQreal:   38.54930  	 
Exp: 8 - 	 Ger: 9 - 	 Best:    0.21736 - 	 Mean:    0.22619 - 	 AQreal:   38.54930  	 
Exp: 8 - 	 Ger: 10 - 	 Best:    0.21736 - 	 Mean:    0.22521 - 	 AQreal:   33.39298  	 
Exp: 8 - 	 Ger: 11 - 	 Best:    0.21736 - 	 Mean:    0.22376 - 	 AQreal:   33.39298  	 
Exp: 8 - 	 Ger: 12 - 	 Best:    0.21649 - 	 Mean:    0.22200 - 	 AQreal:   33.39298  	 
Exp: 8 - 	 Ger: 13 - 	 Best:    0.21649 - 	 Mean:    0.22041 - 	 AQreal:   33.39298  	 
Exp: 8 - 	 Ger: 14 - 	 Best:    0.21649 - 	 Mean:    0.21890 - 	 AQreal:   33.39298  	 
Exp: 8 - 	 Ger: 15 - 	 Best:    0.21374 - 	 Mean:    0.21744 - 	 AQreal:   36.57919  	 
Exp: 8 - 	 Ger: 16 - 	 Best:    0.21374 - 	 Mean:    0.21675 - 	 AQreal:   36.57919  	 
Exp: 8 - 	 Ger: 17 - 	 Best:    0.21316 - 	 Mean:    0.21609 - 	 AQreal:   36.57919  	 
Exp: 8 - 	 Ger: 18 - 	 Best:    0.21316 - 	 Mean:    0.21516 - 	 AQreal:   36.57919  	 
Exp: 8 - 	 Ger: 19 - 	 Best:    0.21316 - 	 Mean:    0.21451 - 	 AQreal:   36.57919  	 
Exp: 8 - 	 Ger: 20 - 	 Best:    0.21293 - 	 Mean:    0.21377 - 	 AQreal:   25.06645  	 
Exp: 8 - 	 Ger: 21 - 	 Best:    0.21292 - 	 Mean:    0.21339 - 	 AQreal:   25.06645  	 
Exp: 8 - 	 Ger: 22 - 	 Best:    0.21292 - 	 Mean:    0.21331 - 	 AQreal:   25.06645  	 
Exp: 8 - 	 Ger: 23 - 	 Best:    0.21292 - 	 Mean:    0.21326 - 	 AQreal:   25.06645  	 
Exp: 8 - 	 Ger: 24 - 	 Best:    0.21274 - 	 Mean:    0.21320 - 	 AQreal:   25.06645  	 
Exp: 8 - 	 Ger: 25 - 	 Best:    0.21263 - 	 Mean:    0.21310 - 	 AQreal:    7.62472  	 
Exp: 8 - 	 Ger: 26 - 	 Best:    0.21220 - 	 Mean:    0.21291 - 	 AQreal:    7.62472  	 
Exp: 8 - 	 Ger: 27 - 	 Best:    0.21220 - 	 Mean:    0.21284 - 	 AQreal:    7.62472  	 
Exp: 8 - 	 Ger: 28 - 	 Best:    0.21206 - 	 Mean:    0.21273 - 	 AQreal:    7.62472  	 
Exp: 8 - 	 Ger: 29 - 	 Best:    0.21206 - 	 Mean:    0.21263 - 	 AQreal:    7.62472  	 
Exp: 8 - 	 Ger: 30 - 	 Best:    0.21206 - 	 Mean:    0.21253 - 	 AQreal:    5.81742  	 
Exp: 9 - 	 Ger: 1 - 	 Best:    0.27264 - 	 Mean: 648453.88687 - 	 AQreal:   42.44832  	 
Exp: 9 - 	 Ger: 2 - 	 Best:    0.25587 - 	 Mean:   57.26401 - 	 AQreal:   42.44832  	 
Exp: 9 - 	 Ger: 3 - 	 Best:    0.23280 - 	 Mean:   13.15670 - 	 AQreal:   42.44832  	 
Exp: 9 - 	 Ger: 4 - 	 Best:    0.22641 - 	 Mean:    0.27385 - 	 AQreal:   42.44832  	 
Exp: 9 - 	 Ger: 5 - 	 Best:    0.22641 - 	 Mean:    0.24544 - 	 AQreal:   33.38920  	 
Exp: 9 - 	 Ger: 6 - 	 Best:    0.22527 - 	 Mean:    0.23165 - 	 AQreal:   33.38920  	 
Exp: 9 - 	 Ger: 7 - 	 Best:    0.22376 - 	 Mean:    0.22891 - 	 AQreal:   33.38920  	 
Exp: 9 - 	 Ger: 8 - 	 Best:    0.22376 - 	 Mean:    0.22776 - 	 AQreal:   33.38920  	 
Exp: 9 - 	 Ger: 9 - 	 Best:    0.22155 - 	 Mean:    0.22614 - 	 AQreal:   33.38920  	 
Exp: 9 - 	 Ger: 10 - 	 Best:    0.21944 - 	 Mean:    0.22507 - 	 AQreal:   35.37581  	 
Exp: 9 - 	 Ger: 11 - 	 Best:    0.21944 - 	 Mean:    0.22390 - 	 AQreal:   35.37581  	 
Exp: 9 - 	 Ger: 12 - 	 Best:    0.21944 - 	 Mean:    0.22236 - 	 AQreal:   35.37581  	 
Exp: 9 - 	 Ger: 13 - 	 Best:    0.21944 - 	 Mean:    0.22099 - 	 AQreal:   35.37581  	 
Exp: 9 - 	 Ger: 14 - 	 Best:    0.21936 - 	 Mean:    0.22039 - 	 AQreal:   35.37581  	 
Exp: 9 - 	 Ger: 15 - 	 Best:    0.21816 - 	 Mean:    0.21962 - 	 AQreal:   35.26863  	 
Exp: 9 - 	 Ger: 16 - 	 Best:    0.21804 - 	 Mean:    0.21924 - 	 AQreal:   35.26863  	 
Exp: 9 - 	 Ger: 17 - 	 Best:    0.21763 - 	 Mean:    0.21886 - 	 AQreal:   35.26863  	 
Exp: 9 - 	 Ger: 18 - 	 Best:    0.21608 - 	 Mean:    0.21841 - 	 AQreal:   35.26863  	 
Exp: 9 - 	 Ger: 19 - 	 Best:    0.21608 - 	 Mean:    0.21811 - 	 AQreal:   35.26863  	 
Exp: 9 - 	 Ger: 20 - 	 Best:    0.21608 - 	 Mean:    0.21781 - 	 AQreal:   33.25090  	 
Exp: 9 - 	 Ger: 21 - 	 Best:    0.21550 - 	 Mean:    0.21754 - 	 AQreal:   33.25090  	 
Exp: 9 - 	 Ger: 22 - 	 Best:    0.21550 - 	 Mean:    0.21712 - 	 AQreal:   33.25090  	 
Exp: 9 - 	 Ger: 23 - 	 Best:    0.21534 - 	 Mean:    0.21688 - 	 AQreal:   33.25090  	 
Exp: 9 - 	 Ger: 24 - 	 Best:    0.21409 - 	 Mean:    0.21641 - 	 AQreal:   33.25090  	 
Exp: 9 - 	 Ger: 25 - 	 Best:    0.21409 - 	 Mean:    0.21558 - 	 AQreal:   37.13834  	 
Exp: 9 - 	 Ger: 26 - 	 Best:    0.21409 - 	 Mean:    0.21529 - 	 AQreal:   37.13834  	 
Exp: 9 - 	 Ger: 27 - 	 Best:    0.21409 - 	 Mean:    0.21487 - 	 AQreal:   37.13834  	 
Exp: 9 - 	 Ger: 28 - 	 Best:    0.21361 - 	 Mean:    0.21445 - 	 AQreal:   37.13834  	 
Exp: 9 - 	 Ger: 29 - 	 Best:    0.21351 - 	 Mean:    0.21427 - 	 AQreal:   37.13834  	 
Exp: 9 - 	 Ger: 30 - 	 Best:    0.21330 - 	 Mean:    0.21409 - 	 AQreal:   25.23195  	 
Exp: 10 - 	 Ger: 1 - 	 Best:    0.23017 - 	 Mean: 29151982.09544 - 	 AQreal:   42.44832  	 
Exp: 10 - 	 Ger: 2 - 	 Best:    0.22765 - 	 Mean:    0.30122 - 	 AQreal:   42.44832  	 
Exp: 10 - 	 Ger: 3 - 	 Best:    0.22765 - 	 Mean:    0.26628 - 	 AQreal:   42.44832  	 
Exp: 10 - 	 Ger: 4 - 	 Best:    0.22533 - 	 Mean:    0.24536 - 	 AQreal:   42.44832  	 
Exp: 10 - 	 Ger: 5 - 	 Best:    0.22394 - 	 Mean:    0.23202 - 	 AQreal:   42.07537  	 
Exp: 10 - 	 Ger: 6 - 	 Best:    0.21596 - 	 Mean:    0.22571 - 	 AQreal:   42.07537  	 
Exp: 10 - 	 Ger: 7 - 	 Best:    0.21596 - 	 Mean:    0.22397 - 	 AQreal:   42.07537  	 
Exp: 10 - 	 Ger: 8 - 	 Best:    0.21596 - 	 Mean:    0.22278 - 	 AQreal:   42.07537  	 
Exp: 10 - 	 Ger: 9 - 	 Best:    0.21565 - 	 Mean:    0.21991 - 	 AQreal:   42.07537  	 
Exp: 10 - 	 Ger: 10 - 	 Best:    0.21565 - 	 Mean:    0.21903 - 	 AQreal:   28.12178  	 
Exp: 10 - 	 Ger: 11 - 	 Best:    0.21419 - 	 Mean:    0.21726 - 	 AQreal:   28.12178  	 
Exp: 10 - 	 Ger: 12 - 	 Best:    0.21419 - 	 Mean:    0.21645 - 	 AQreal:   28.12178  	 
Exp: 10 - 	 Ger: 13 - 	 Best:    0.21322 - 	 Mean:    0.21530 - 	 AQreal:   28.12178  	 
Exp: 10 - 	 Ger: 14 - 	 Best:    0.21322 - 	 Mean:    0.21463 - 	 AQreal:   28.12178  	 
Exp: 10 - 	 Ger: 15 - 	 Best:    0.21288 - 	 Mean:    0.21416 - 	 AQreal:   23.29416  	 
Exp: 10 - 	 Ger: 16 - 	 Best:    0.21288 - 	 Mean:    0.21395 - 	 AQreal:   23.29416  	 
Exp: 10 - 	 Ger: 17 - 	 Best:    0.21262 - 	 Mean:    0.21348 - 	 AQreal:   23.29416  	 
Exp: 10 - 	 Ger: 18 - 	 Best:    0.21244 - 	 Mean:    0.21320 - 	 AQreal:   23.29416  	 
Exp: 10 - 	 Ger: 19 - 	 Best:    0.21193 - 	 Mean:    0.21301 - 	 AQreal:   23.29416  	 
Exp: 10 - 	 Ger: 20 - 	 Best:    0.21193 - 	 Mean:    0.21275 - 	 AQreal:   11.76832  	 
Exp: 10 - 	 Ger: 21 - 	 Best:    0.21193 - 	 Mean:    0.21253 - 	 AQreal:   11.76832  	 
Exp: 10 - 	 Ger: 22 - 	 Best:    0.21193 - 	 Mean:    0.21246 - 	 AQreal:   11.76832  	 
Exp: 10 - 	 Ger: 23 - 	 Best:    0.21152 - 	 Mean:    0.21231 - 	 AQreal:   11.76832  	 
Exp: 10 - 	 Ger: 24 - 	 Best:    0.21152 - 	 Mean:    0.21224 - 	 AQreal:   11.76832  	 
Exp: 10 - 	 Ger: 25 - 	 Best:    0.21127 - 	 Mean:    0.21200 - 	 AQreal:    8.93784  	 
Exp: 10 - 	 Ger: 26 - 	 Best:    0.21127 - 	 Mean:    0.21184 - 	 AQreal:    8.93784  	 
Exp: 10 - 	 Ger: 27 - 	 Best:    0.21127 - 	 Mean:    0.21178 - 	 AQreal:    8.93784  	 
Exp: 10 - 	 Ger: 28 - 	 Best:    0.21127 - 	 Mean:    0.21176 - 	 AQreal:    8.93784  	 
Exp: 10 - 	 Ger: 29 - 	 Best:    0.21127 - 	 Mean:    0.21172 - 	 AQreal:    8.93784  	 
Exp: 10 - 	 Ger: 30 - 	 Best:    0.21127 - 	 Mean:    0.21170 - 	 AQreal:    5.91117  	 
Starting parallel pool (parpool) using the 'local' profile ... connected to 4 workers.
Exp: 1 - 	 Ger: 1 - 	 Best:    0.21210 - 	 Mean:    0.21465 - 	 AQreal:    1.00000  	 
Exp: 1 - 	 Ger: 2 - 	 Best:    0.21169 - 	 Mean:    0.21350 - 	 AQreal:    1.00000  	 
Exp: 1 - 	 Ger: 3 - 	 Best:    0.21169 - 	 Mean:    0.21300 - 	 AQreal:    1.00000  	 
Exp: 1 - 	 Ger: 4 - 	 Best:    0.21107 - 	 Mean:    0.21268 - 	 AQreal:    1.00000  	 
Exp: 1 - 	 Ger: 5 - 	 Best:    0.21107 - 	 Mean:    0.21241 - 	 AQreal:    0.99784  	 
Exp: 1 - 	 Ger: 6 - 	 Best:    0.21107 - 	 Mean:    0.21231 - 	 AQreal:    0.99784  	 
Exp: 1 - 	 Ger: 7 - 	 Best:    0.21107 - 	 Mean:    0.21220 - 	 AQreal:    0.99784  	 
Exp: 1 - 	 Ger: 8 - 	 Best:    0.21107 - 	 Mean:    0.21210 - 	 AQreal:    0.99784  	 
Exp: 1 - 	 Ger: 9 - 	 Best:    0.21074 - 	 Mean:    0.21194 - 	 AQreal:    0.99784  	 
Exp: 1 - 	 Ger: 10 - 	 Best:    0.21074 - 	 Mean:    0.21184 - 	 AQreal:    0.87304  	 
Exp: 1 - 	 Ger: 11 - 	 Best:    0.21074 - 	 Mean:    0.21170 - 	 AQreal:    0.87304  	 
Exp: 1 - 	 Ger: 12 - 	 Best:    0.21074 - 	 Mean:    0.21163 - 	 AQreal:    0.87304  	 
Exp: 1 - 	 Ger: 13 - 	 Best:    0.21070 - 	 Mean:    0.21150 - 	 AQreal:    0.87304  	 
Exp: 1 - 	 Ger: 14 - 	 Best:    0.21070 - 	 Mean:    0.21148 - 	 AQreal:    0.87304  	 
Exp: 1 - 	 Ger: 15 - 	 Best:    0.21070 - 	 Mean:    0.21135 - 	 AQreal:    0.68380  	 
Exp: 1 - 	 Ger: 16 - 	 Best:    0.21070 - 	 Mean:    0.21132 - 	 AQreal:    0.68380  	 
Exp: 1 - 	 Ger: 17 - 	 Best:    0.20941 - 	 Mean:    0.21119 - 	 AQreal:    0.68380  	 
Exp: 1 - 	 Ger: 18 - 	 Best:    0.20941 - 	 Mean:    0.21116 - 	 AQreal:    0.68380  	 
Exp: 1 - 	 Ger: 19 - 	 Best:    0.20941 - 	 Mean:    0.21114 - 	 AQreal:    0.68380  	 
Exp: 1 - 	 Ger: 20 - 	 Best:    0.20941 - 	 Mean:    0.21104 - 	 AQreal:    0.59486  	 
Exp: 1 - 	 Ger: 21 - 	 Best:    0.20941 - 	 Mean:    0.21100 - 	 AQreal:    0.59486  	 
Exp: 1 - 	 Ger: 22 - 	 Best:    0.20941 - 	 Mean:    0.21093 - 	 AQreal:    0.59486  	 
Exp: 1 - 	 Ger: 23 - 	 Best:    0.20941 - 	 Mean:    0.21089 - 	 AQreal:    0.59486  	 
Exp: 1 - 	 Ger: 24 - 	 Best:    0.20941 - 	 Mean:    0.21084 - 	 AQreal:    0.59486  	 
Exp: 1 - 	 Ger: 25 - 	 Best:    0.20941 - 	 Mean:    0.21082 - 	 AQreal:    0.50360  	 
Exp: 1 - 	 Ger: 26 - 	 Best:    0.20941 - 	 Mean:    0.21078 - 	 AQreal:    0.50360  	 
Exp: 1 - 	 Ger: 27 - 	 Best:    0.20941 - 	 Mean:    0.21070 - 	 AQreal:    0.50360  	 
Exp: 1 - 	 Ger: 28 - 	 Best:    0.20941 - 	 Mean:    0.21067 - 	 AQreal:    0.50360  	 
Exp: 1 - 	 Ger: 29 - 	 Best:    0.20941 - 	 Mean:    0.21063 - 	 AQreal:    0.50360  	 
Exp: 1 - 	 Ger: 30 - 	 Best:    0.20941 - 	 Mean:    0.21061 - 	 AQreal:    0.48895  	 
Exp: 2 - 	 Ger: 1 - 	 Best:    0.20713 - 	 Mean:    0.20947 - 	 AQreal:    1.00000  	 
Exp: 2 - 	 Ger: 2 - 	 Best:    0.20713 - 	 Mean:    0.20862 - 	 AQreal:    1.00000  	 
Exp: 2 - 	 Ger: 3 - 	 Best:    0.20713 - 	 Mean:    0.20828 - 	 AQreal:    1.00000  	 
Exp: 2 - 	 Ger: 4 - 	 Best:    0.20713 - 	 Mean:    0.20812 - 	 AQreal:    1.00000  	 
Exp: 2 - 	 Ger: 5 - 	 Best:    0.20713 - 	 Mean:    0.20801 - 	 AQreal:    0.91560  	 
Exp: 2 - 	 Ger: 6 - 	 Best:    0.20713 - 	 Mean:    0.20793 - 	 AQreal:    0.91560  	 
Exp: 2 - 	 Ger: 7 - 	 Best:    0.20681 - 	 Mean:    0.20778 - 	 AQreal:    0.91560  	 
Exp: 2 - 	 Ger: 8 - 	 Best:    0.20681 - 	 Mean:    0.20772 - 	 AQreal:    0.91560  	 
Exp: 2 - 	 Ger: 9 - 	 Best:    0.20681 - 	 Mean:    0.20764 - 	 AQreal:    0.91560  	 
Exp: 2 - 	 Ger: 10 - 	 Best:    0.20681 - 	 Mean:    0.20762 - 	 AQreal:    0.78362  	 
Exp: 2 - 	 Ger: 11 - 	 Best:    0.20681 - 	 Mean:    0.20760 - 	 AQreal:    0.78362  	 
Exp: 2 - 	 Ger: 12 - 	 Best:    0.20681 - 	 Mean:    0.20757 - 	 AQreal:    0.78362  	 
Exp: 2 - 	 Ger: 13 - 	 Best:    0.20681 - 	 Mean:    0.20754 - 	 AQreal:    0.78362  	 
Exp: 2 - 	 Ger: 14 - 	 Best:    0.20681 - 	 Mean:    0.20749 - 	 AQreal:    0.78362  	 
Exp: 2 - 	 Ger: 15 - 	 Best:    0.20681 - 	 Mean:    0.20748 - 	 AQreal:    0.76312  	 
Exp: 2 - 	 Ger: 16 - 	 Best:    0.20681 - 	 Mean:    0.20743 - 	 AQreal:    0.76312  	 
Exp: 2 - 	 Ger: 17 - 	 Best:    0.20637 - 	 Mean:    0.20736 - 	 AQreal:    0.76312  	 
Exp: 2 - 	 Ger: 18 - 	 Best:    0.20637 - 	 Mean:    0.20733 - 	 AQreal:    0.76312  	 
Exp: 2 - 	 Ger: 19 - 	 Best:    0.20637 - 	 Mean:    0.20727 - 	 AQreal:    0.76312  	 
Exp: 2 - 	 Ger: 20 - 	 Best:    0.20637 - 	 Mean:    0.20725 - 	 AQreal:    0.64254  	 
Exp: 2 - 	 Ger: 21 - 	 Best:    0.20637 - 	 Mean:    0.20720 - 	 AQreal:    0.64254  	 
Exp: 2 - 	 Ger: 22 - 	 Best:    0.20637 - 	 Mean:    0.20717 - 	 AQreal:    0.64254  	 
Exp: 2 - 	 Ger: 23 - 	 Best:    0.20637 - 	 Mean:    0.20715 - 	 AQreal:    0.64254  	 
Exp: 2 - 	 Ger: 24 - 	 Best:    0.20637 - 	 Mean:    0.20707 - 	 AQreal:    0.64254  	 
Exp: 2 - 	 Ger: 25 - 	 Best:    0.20637 - 	 Mean:    0.20702 - 	 AQreal:    0.61909  	 
Exp: 2 - 	 Ger: 26 - 	 Best:    0.20637 - 	 Mean:    0.20701 - 	 AQreal:    0.61909  	 
Exp: 2 - 	 Ger: 27 - 	 Best:    0.20637 - 	 Mean:    0.20697 - 	 AQreal:    0.61909  	 
Exp: 2 - 	 Ger: 28 - 	 Best:    0.20637 - 	 Mean:    0.20697 - 	 AQreal:    0.61909  	 
Exp: 2 - 	 Ger: 29 - 	 Best:    0.20637 - 	 Mean:    0.20692 - 	 AQreal:    0.61909  	 
Exp: 2 - 	 Ger: 30 - 	 Best:    0.20637 - 	 Mean:    0.20691 - 	 AQreal:    0.57750  	 
Exp: 3 - 	 Ger: 1 - 	 Best:    0.20836 - 	 Mean:   10.49571 - 	 AQreal:    1.00000  	 
Exp: 3 - 	 Ger: 2 - 	 Best:    0.20836 - 	 Mean:    0.21034 - 	 AQreal:    1.00000  	 
Exp: 3 - 	 Ger: 3 - 	 Best:    0.20836 - 	 Mean:    0.20993 - 	 AQreal:    1.00000  	 
Exp: 3 - 	 Ger: 4 - 	 Best:    0.20836 - 	 Mean:    0.20971 - 	 AQreal:    1.00000  	 
Exp: 3 - 	 Ger: 5 - 	 Best:    0.20836 - 	 Mean:    0.20947 - 	 AQreal:    0.95130  	 
Exp: 3 - 	 Ger: 6 - 	 Best:    0.20836 - 	 Mean:    0.20935 - 	 AQreal:    0.95130  	 
Exp: 3 - 	 Ger: 7 - 	 Best:    0.20836 - 	 Mean:    0.20926 - 	 AQreal:    0.95130  	 
Exp: 3 - 	 Ger: 8 - 	 Best:    0.20836 - 	 Mean:    0.20913 - 	 AQreal:    0.95130  	 
Exp: 3 - 	 Ger: 9 - 	 Best:    0.20836 - 	 Mean:    0.20906 - 	 AQreal:    0.95130  	 
Exp: 3 - 	 Ger: 10 - 	 Best:    0.20836 - 	 Mean:    0.20902 - 	 AQreal:    0.94741  	 
Exp: 3 - 	 Ger: 11 - 	 Best:    0.20836 - 	 Mean:    0.20902 - 	 AQreal:    0.94741  	 
Exp: 3 - 	 Ger: 12 - 	 Best:    0.20836 - 	 Mean:    0.20897 - 	 AQreal:    0.94741  	 
Exp: 3 - 	 Ger: 13 - 	 Best:    0.20836 - 	 Mean:    0.20895 - 	 AQreal:    0.94741  	 
Exp: 3 - 	 Ger: 14 - 	 Best:    0.20836 - 	 Mean:    0.20890 - 	 AQreal:    0.94741  	 
Exp: 3 - 	 Ger: 15 - 	 Best:    0.20836 - 	 Mean:    0.20887 - 	 AQreal:    0.77300  	 
Exp: 3 - 	 Ger: 16 - 	 Best:    0.20836 - 	 Mean:    0.20881 - 	 AQreal:    0.77300  	 
Exp: 3 - 	 Ger: 17 - 	 Best:    0.20794 - 	 Mean:    0.20873 - 	 AQreal:    0.77300  	 
Exp: 3 - 	 Ger: 18 - 	 Best:    0.20794 - 	 Mean:    0.20870 - 	 AQreal:    0.77300  	 
Exp: 3 - 	 Ger: 19 - 	 Best:    0.20794 - 	 Mean:    0.20865 - 	 AQreal:    0.77300  	 
Exp: 3 - 	 Ger: 20 - 	 Best:    0.20770 - 	 Mean:    0.20861 - 	 AQreal:    0.63104  	 
Exp: 3 - 	 Ger: 21 - 	 Best:    0.20770 - 	 Mean:    0.20861 - 	 AQreal:    0.63104  	 
Exp: 3 - 	 Ger: 22 - 	 Best:    0.20770 - 	 Mean:    0.20853 - 	 AQreal:    0.63104  	 
Exp: 3 - 	 Ger: 23 - 	 Best:    0.20770 - 	 Mean:    0.20850 - 	 AQreal:    0.63104  	 
Exp: 3 - 	 Ger: 24 - 	 Best:    0.20770 - 	 Mean:    0.20848 - 	 AQreal:    0.63104  	 
Exp: 3 - 	 Ger: 25 - 	 Best:    0.20770 - 	 Mean:    0.20847 - 	 AQreal:    0.62272  	 
Exp: 3 - 	 Ger: 26 - 	 Best:    0.20770 - 	 Mean:    0.20844 - 	 AQreal:    0.62272  	 
Exp: 3 - 	 Ger: 27 - 	 Best:    0.20770 - 	 Mean:    0.20841 - 	 AQreal:    0.62272  	 
Exp: 3 - 	 Ger: 28 - 	 Best:    0.20770 - 	 Mean:    0.20840 - 	 AQreal:    0.62272  	 
Exp: 3 - 	 Ger: 29 - 	 Best:    0.20770 - 	 Mean:    0.20837 - 	 AQreal:    0.62272  	 
Exp: 3 - 	 Ger: 30 - 	 Best:    0.20770 - 	 Mean:    0.20835 - 	 AQreal:    0.58668  	 
Exp: 4 - 	 Ger: 1 - 	 Best:    0.21102 - 	 Mean:    8.28051 - 	 AQreal:    1.00000  	 
Exp: 4 - 	 Ger: 2 - 	 Best:    0.21102 - 	 Mean:    0.21272 - 	 AQreal:    1.00000  	 
Exp: 4 - 	 Ger: 3 - 	 Best:    0.21071 - 	 Mean:    0.21233 - 	 AQreal:    1.00000  	 
Exp: 4 - 	 Ger: 4 - 	 Best:    0.21071 - 	 Mean:    0.21198 - 	 AQreal:    1.00000  	 
Exp: 4 - 	 Ger: 5 - 	 Best:    0.21036 - 	 Mean:    0.21165 - 	 AQreal:    0.78521  	 
Exp: 4 - 	 Ger: 6 - 	 Best:    0.21036 - 	 Mean:    0.21151 - 	 AQreal:    0.78521  	 
Exp: 4 - 	 Ger: 7 - 	 Best:    0.21032 - 	 Mean:    0.21120 - 	 AQreal:    0.78521  	 
Exp: 4 - 	 Ger: 8 - 	 Best:    0.21032 - 	 Mean:    0.21102 - 	 AQreal:    0.78521  	 
Exp: 4 - 	 Ger: 9 - 	 Best:    0.21032 - 	 Mean:    0.21088 - 	 AQreal:    0.78521  	 
Exp: 4 - 	 Ger: 10 - 	 Best:    0.21032 - 	 Mean:    0.21083 - 	 AQreal:    0.77375  	 
Exp: 4 - 	 Ger: 11 - 	 Best:    0.21032 - 	 Mean:    0.21082 - 	 AQreal:    0.77375  	 
Exp: 4 - 	 Ger: 12 - 	 Best:    0.21032 - 	 Mean:    0.21080 - 	 AQreal:    0.77375  	 
Exp: 4 - 	 Ger: 13 - 	 Best:    0.20991 - 	 Mean:    0.21069 - 	 AQreal:    0.77375  	 
Exp: 4 - 	 Ger: 14 - 	 Best:    0.20991 - 	 Mean:    0.21064 - 	 AQreal:    0.77375  	 
Exp: 4 - 	 Ger: 15 - 	 Best:    0.20991 - 	 Mean:    0.21060 - 	 AQreal:    0.64927  	 
Exp: 4 - 	 Ger: 16 - 	 Best:    0.20991 - 	 Mean:    0.21060 - 	 AQreal:    0.64927  	 
Exp: 4 - 	 Ger: 17 - 	 Best:    0.20991 - 	 Mean:    0.21054 - 	 AQreal:    0.64927  	 
Exp: 4 - 	 Ger: 18 - 	 Best:    0.20991 - 	 Mean:    0.21052 - 	 AQreal:    0.64927  	 
Exp: 4 - 	 Ger: 19 - 	 Best:    0.20991 - 	 Mean:    0.21052 - 	 AQreal:    0.64927  	 
Exp: 4 - 	 Ger: 20 - 	 Best:    0.20991 - 	 Mean:    0.21052 - 	 AQreal:    0.55906  	 
